ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG,
B00PKV38IU,2022,3,7,87,8,2,1,2,4.8,2022-03-07 02:16:35.013155
B07XT173PR,2022,3,7,75,12,4,2,6,4.5,2022-03-07 02:16:41.755686
B005IHT8KI,2022,3,7,76,14,6,2,2,4.6,2022-03-07 02:16:48.457049
B001T7FB5M,2022,3,7,54,12,11,3,20,3.8,2022-03-07 02:16:55.080681
B086RG56J5,2022,3,7,63,19,8,5,6,4.3,2022-03-07 02:17:01.680656
B0846GJTWF,2022,3,7,81,12,4,1,1,4.7,2022-03-07 02:17:08.836137
B07QWMW6VZ,2022,3,7,45,25,14,5,11,3.9,2022-03-07 02:17:15.169464
B0851NDDGD,2022,3,7,79,8,6,3,5,4.5,2022-03-07 02:17:21.954707
B0868FWYQP,2022,3,7,64,19,7,6,4,4.3,2022-03-07 02:17:29.127417
B0768R967D,2022,3,7,73,11,6,4,6,4.4,2022-03-07 02:17:37.052965
B0788QJ5NX,2022,3,7,63,16,6,4,12,4.1,2022-03-07 02:17:43.474575
B071NLWMJV,2022,3,7,56,14,15,6,9,4,2022-03-07 02:17:50.921841
B072FNNR2C,2022,3,7,67,16,10,4,4,4.4,2022-03-07 02:17:58.877326
B0948CFXPY,2022,3,7,72,14,7,3,4,4.5,2022-03-07 02:18:06.304635
B07YVLLKQ7,2022,3,7,69,18,6,3,4,4.5,2022-03-07 02:18:13.034472
B078WPCDSX,2022,3,7,73,12,8,1,6,4.5,2022-03-07 02:18:20.740727
B06XMXRX45,2022,3,7,79,13,3,2,3,4.7,2022-03-07 02:18:27.953344
B0172IA6CY,2022,3,7,77,12,5,2,4,4.6,2022-03-07 02:18:35.485280
B091MD9D7Z,2022,3,7,74,10,6,3,6,4.4,2022-03-07 02:18:41.863008
B07QX2KNL1,2022,3,7,82,10,4,2,2,4.7,2022-03-07 02:18:50.026765
B097NB98ZB,2022,3,7,68,16,6,6,4,4.4,2022-03-07 02:18:56.717277
B083L4B6X3,2022,3,7,84,9,4,1,2,4.7,2022-03-07 02:19:04.068694
B07CPN39YY,2022,3,7,70,16,8,3,4,4.4,2022-03-07 02:19:11.448949
B08YFBY7XL,2022,3,7,72,14,7,3,4,4.5,2022-03-07 02:19:18.459334
B09GXPGFGV,2022,3,7,60,18,0,11,11,4.1,2022-03-07 02:19:24.618252
B006JBUR6G,2022,3,7,82,9,5,2,3,4.6,2022-03-07 02:19:31.431964
B07NGWM2GG,2022,3,7,60,16,8,5,11,4.1,2022-03-07 02:19:38.150103
B09BKNQWYM,2022,3,7,43,21,8,5,23,3.6,2022-03-07 02:19:44.883206
B0934589WQ,2022,3,7,80,8,6,2,5,4.6,2022-03-07 02:19:51.376436
B00V5K0C9S,2022,3,7,81,9,5,2,4,4.6,2022-03-07 02:19:59.182241
B08PCL1LQZ,2022,3,7,74,16,6,3,2,4.6,2022-03-07 02:20:06.398786
B001LFHYW0,2022,3,7,69,15,9,3,3,4.4,2022-03-07 02:20:13.780120
B07ZQR415Y,2022,3,7,54,14,14,7,11,3.9,2022-03-07 02:20:20.871675
B082YFN2ZK,2022,3,7,68,17,8,3,4,4.4,2022-03-07 02:20:27.738358
B076PV19DW,2022,3,7,62,18,11,4,5,4.3,2022-03-07 02:20:34.672760
B01N7LZECW,2022,3,7,83,10,7,0,0,4.8,2022-03-07 02:20:40.809716
B0753HFBPG,2022,3,7,82,5,4,2,7,4.5,2022-03-07 02:20:47.245931
B00RC84FVS,2022,3,7,80,8,7,2,4,4.6,2022-03-07 02:20:53.874971
B099NZJ38X,2022,3,7,61,20,9,4,5,4.3,2022-03-07 02:21:00.947185
B00AEO4RM4,2022,3,7,86,7,4,1,2,4.7,2022-03-07 02:21:08.181263
B08MJVX4MN,2022,3,7,63,17,12,5,4,4.3,2022-03-07 02:21:23.674102
B089HNXRJY,2022,3,7,62,15,11,7,6,4.2,2022-03-07 02:21:45.103819
B08QBPB8MB,2022,3,7,70,12,9,3,6,4.4,2022-03-07 02:21:52.478461
B08QBP3311,2022,3,7,69,12,10,3,6,4.4,2022-03-07 02:21:59.321153
B08PCL1LQZ,2022,3,7,74,16,6,3,2,4.6,2022-03-07 02:22:05.571111
B001LFHYW0,2022,3,7,69,15,9,3,3,4.4,2022-03-07 02:22:12.302074
B07ZQR415Y,2022,3,7,54,14,14,7,11,3.9,2022-03-07 02:22:18.934706
B09MRDSZVM,2022,3,7,74,15,11,0,0,4.6,2022-03-07 02:22:25.382673
B093CWGR8R,2022,3,7,79,11,5,2,3,4.6,2022-03-07 02:22:32.695297
B082YFN2ZK,2022,3,7,68,17,8,3,4,4.4,2022-03-07 02:22:39.578974
B076PV19DW,2022,3,7,62,18,11,4,5,4.3,2022-03-07 02:22:46.499475
B01N7LZECW,2022,3,7,83,10,7,0,0,4.8,2022-03-07 02:22:52.581976
B0753HFBPG,2022,3,7,82,5,4,2,7,4.5,2022-03-07 02:22:58.761096
B00RC84FVS,2022,3,7,80,8,7,2,4,4.6,2022-03-07 02:23:05.048005
B07HXTFFH4,2022,3,7,74,13,7,2,3,4.5,2022-03-07 02:23:12.188613
B0949HQ7FB,2022,3,7,85,15,0,0,0,4.8,2022-03-07 02:23:18.859171
B09GV59F85,2022,3,7,100,0,0,0,0,5,2022-03-07 02:23:26.595996
B09RN8T6R1,2022,3,7,85,15,0,0,0,4.8,2022-03-07 02:23:32.675536
B0765CYM6L,2022,3,7,71,12,10,3,5,4.4,2022-03-07 02:23:40.138676
B078GSK3FV,2022,3,7,70,12,8,3,8,4.3,2022-03-07 02:23:47.840367
B07QQ3L8RK,2022,3,7,70,11,8,4,7,4.3,2022-03-07 02:23:55.159566
B07P35STV9,2022,3,7,80,9,4,1,5,4.6,2022-03-07 02:24:02.021465
B01M6YEY93,2022,3,7,82,9,7,0,3,4.7,2022-03-07 02:24:08.133411
B09LHTX14G,2022,3,7,53,0,0,24,23,3.4,2022-03-07 02:24:15.240377
B000MJ79R6,2022,3,7,75,13,7,3,3,4.5,2022-03-07 02:24:21.798003
B07GQ5S5WX,2022,3,7,76,12,6,2,3,4.6,2022-03-07 02:24:29.021211
B07RCNNVHS,2022,3,7,65,17,10,4,4,4.4,2022-03-07 02:24:36.221912
B07QZDMVHF,2022,3,7,73,12,6,3,7,4.4,2022-03-07 02:24:42.765945
B073WG4NHY,2022,3,7,60,16,15,2,7,4.2,2022-03-07 02:24:51.166310
B08TCJVD7P,2022,3,7,70,15,11,2,2,4.5,2022-03-07 02:24:59.945447
B09LDG38ZY,2022,3,7,100,0,0,0,0,5,2022-03-07 02:25:06.552688
B0947DW966,2022,3,7,72,14,7,3,4,4.5,2022-03-07 02:25:13.715408
B084ZK4GLX,2022,3,7,84,12,0,0,3,4.7,2022-03-07 02:25:19.985636
B00G14QJA4,2022,3,7,55,13,10,9,12,3.9,2022-03-07 02:25:27.340422
B006G84TLQ,2022,3,7,63,16,9,4,8,4.2,2022-03-07 02:25:34.231046
B00K34NH4O,2022,3,7,85,9,4,1,2,4.8,2022-03-07 02:25:40.994290
B00VIYQTZ2,2022,3,7,77,14,4,1,3,4.6,2022-03-07 02:25:47.591669
B0772WLCJ8,2022,3,7,64,12,9,6,9,4.2,2022-03-07 02:25:54.340413
B07PF5G7K3,2022,3,7,84,9,4,1,3,4.7,2022-03-07 02:26:01.960754
B07RFMCRKP,2022,3,7,73,14,7,3,4,4.5,2022-03-07 02:26:08.972870
B076CF5FSM,2022,3,7,75,14,5,1,5,4.5,2022-03-07 02:26:15.420495
B00CGPMEAQ,2022,3,7,81,10,5,2,2,4.7,2022-03-07 02:26:23.200944
B08Z5LTF45,2022,3,7,72,13,8,3,4,4.4,2022-03-07 02:26:30.842574
B0106HKL2S,2022,3,7,73,17,5,1,5,4.5,2022-03-07 02:26:37.484522
B01BSW38TS,2022,3,7,60,22,11,3,5,4.3,2022-03-07 02:26:44.788512
B087CXZL47,2022,3,7,64,18,9,4,5,4.3,2022-03-07 02:26:52.198955
B091DB16R7,2022,3,7,80,7,6,3,5,4.5,2022-03-07 02:26:59.022142
B096H1NYDW,2022,3,7,76,12,6,2,4,4.5,2022-03-07 02:27:06.206482
B07XQKCX27,2022,3,7,80,8,7,3,3,4.6,2022-03-07 02:27:12.559692
B004X8E394,2022,3,7,70,14,10,3,4,4.4,2022-03-07 02:27:18.479732
B0016JDLO6,2022,3,7,84,7,4,1,3,4.7,2022-03-07 02:27:25.699800
B0874J3BKS,2022,3,7,75,10,6,0,10,4.4,2022-03-07 02:27:32.391915
B09HN7W85H,2022,3,7,72,6,8,3,9,4.3,2022-03-07 02:27:40.804990
B07D5XB2YH,2022,3,7,76,11,6,1,5,4.5,2022-03-07 02:27:47.460102
B08JKXZS68,2022,3,7,65,16,14,3,2,4.4,2022-03-07 02:27:54.019215
B07QKC89BG,2022,3,7,68,14,9,4,5,4.3,2022-03-07 02:28:02.745720
B09B16VRJ7,2022,3,7,76,13,4,2,5,4.5,2022-03-07 02:28:09.854332
B07NLHP3W1,2022,3,7,66,12,11,4,7,4.3,2022-03-07 02:28:17.127581
B000FGC99Y,2022,3,7,71,14,7,3,5,4.4,2022-03-07 02:28:32.512524
B08NHX42WF,2022,3,7,0,36,36,28,0,3.1,2022-03-07 02:28:39.694978
B00BGVLS26,2022,3,7,66,15,8,5,6,4.3,2022-03-07 02:28:46.739315
B00GOCUEKE,2022,3,7,78,12,5,1,4,4.6,2022-03-07 02:28:53.457470
B000U2A3F0,2022,3,7,57,16,13,5,9,4.1,2022-03-07 02:28:59.652088
B082JRX3W9,2022,3,7,74,12,8,2,4,4.5,2022-03-07 02:29:06.561964
B007HNKIG4,2022,3,7,83,9,2,1,4,4.7,2022-03-07 02:29:13.290553
B07KQQR78J,2022,3,7,80,11,4,2,3,4.6,2022-03-07 02:29:20.354510
B071VZV484,2022,3,7,76,11,6,3,4,4.5,2022-03-07 02:29:26.553259
B075RQ11PX,2022,3,7,89,6,3,0,2,4.8,2022-03-07 02:29:32.867612
B084M2LWVR,2022,3,7,45,24,15,7,9,3.9,2022-03-07 02:29:39.368240
B09SKZ8Z14,2022,3,7,0,0,0,0,0,0,2022-03-07 02:29:45.661872
B01MYPFR95,2022,3,7,62,14,12,4,7,4.2,2022-03-07 02:29:52.950146
B09BKWCSM6,2022,3,7,48,23,6,11,11,3.9,2022-03-07 02:29:58.958870
B00597U3HE,2022,3,7,81,10,4,2,4,4.6,2022-03-07 02:30:06.377957
B0048F5ATO,2022,3,7,77,12,6,2,3,4.6,2022-03-07 02:30:13.961810
B08833JPSD,2022,3,7,76,13,6,2,2,4.6,2022-03-07 02:30:22.663182
B000GSYRAA,2022,3,7,68,16,7,3,6,4.4,2022-03-07 02:30:29.881026
B0859LB8BS,2022,3,7,84,9,3,1,2,4.7,2022-03-07 02:30:37.698250
B09RN8T6R1,2022,3,7,85,15,0,0,0,4.8,2022-03-07 02:30:43.868983
B07K52MSXF,2022,3,7,72,13,8,3,4,4.5,2022-03-07 02:30:52.947323
B016LHPGTK,2022,3,7,82,10,5,1,2,4.7,2022-03-07 02:31:00.260826
B00HM6IXH2,2022,3,7,72,13,8,3,3,4.5,2022-03-07 02:31:07.109638
B073C8WBTT,2022,3,7,66,15,9,5,6,4.3,2022-03-07 02:31:14.797010
B088LCZS89,2022,3,7,72,15,7,3,3,4.5,2022-03-07 02:31:21.941458
B07BNNNXFD,2022,3,7,58,23,9,4,5,4.2,2022-03-07 02:31:29.279980
B01JBN0TFW,2022,3,7,80,6,8,3,3,4.6,2022-03-07 02:31:36.032467
B07PD9YV5G,2022,3,7,80,9,5,2,4,4.6,2022-03-07 02:31:42.716556
B07PVCKFYG,2022,3,7,72,12,9,3,4,4.4,2022-03-07 02:31:49.693261
B07765PYGS,2022,3,7,78,11,6,2,4,4.6,2022-03-07 02:31:56.864863
B07PYGMNX6,2022,3,7,81,11,5,1,3,4.7,2022-03-07 02:32:04.055193
B07H3CXT45,2022,3,7,64,12,9,6,8,4.2,2022-03-07 02:32:10.657292
B00SD8JO26,2022,3,7,81,12,4,1,2,4.7,2022-03-07 02:32:17.578388
B007XNNF72,2022,3,7,67,10,5,10,9,4.2,2022-03-07 02:32:24.274107
B07RG6H7YS,2022,3,7,60,15,14,3,8,4.2,2022-03-07 02:32:31.110443
B01LS6KS24,2022,3,7,51,25,11,5,9,4,2022-03-07 02:32:38.059626
B09LHTX14G,2022,3,7,53,0,0,24,23,3.4,2022-03-07 02:32:44.872079
B01L5FPB7U,2022,3,7,52,17,14,7,10,3.9,2022-03-07 02:32:51.648862
B0165GY9VI,2022,3,7,79,11,5,2,4,4.6,2022-03-07 02:32:57.996325
B07KN3MD4F,2022,3,7,67,15,9,5,5,4.4,2022-03-07 02:33:05.159482
B01N11ZNPU,2022,3,7,80,7,4,4,4,4.5,2022-03-07 02:33:12.583237
B082HYZHMT,2022,3,7,66,14,8,6,5,4.3,2022-03-07 02:33:20.774792
B07DXJY5S4,2022,3,7,81,11,5,1,2,4.7,2022-03-07 02:33:27.791954
B06XQGX8K9,2022,3,7,66,13,13,5,4,4.3,2022-03-07 02:33:34.642110
B07MP1P6QB,2022,3,7,78,10,5,3,4,4.5,2022-03-07 02:33:42.702212
B00IOWGJAQ,2022,3,7,67,15,10,4,5,4.4,2022-03-07 02:33:50.382184
B00KU5U794,2022,3,7,83,8,3,2,4,4.6,2022-03-07 02:33:57.498879
B08QM7KBB8,2022,3,7,66,15,11,4,4,4.3,2022-03-07 02:34:04.778548
B001A9F5LE,2022,3,7,64,12,13,6,6,4.2,2022-03-07 02:34:11.987821
B01J3BD0M6,2022,3,7,64,6,7,3,19,3.9,2022-03-07 02:34:18.835214
B00DH22OMU,2022,3,7,68,15,8,3,6,4.4,2022-03-07 02:34:25.846534
B081S6JGKR,2022,3,7,69,12,8,5,7,4.3,2022-03-07 02:34:33.014560
B084RD8ZHQ,2022,3,7,75,12,8,2,4,4.5,2022-03-07 02:34:39.640977
B086PKBLYR,2022,3,7,67,15,9,4,6,4.3,2022-03-07 02:34:47.382160
B00FZNQI1M,2022,3,7,66,8,11,7,9,4.2,2022-03-07 02:34:54.620845
B08TBZZDTM,2022,3,7,67,13,6,7,6,4.3,2022-03-07 02:35:01.920810
B01MTZZEIV,2022,3,7,67,11,10,4,8,4.3,2022-03-07 02:35:09.368944
B08429H59L,2022,3,7,50,12,18,6,13,3.8,2022-03-07 02:35:24.532040
B000FG8SXU,2022,3,7,71,14,7,3,5,4.4,2022-03-07 02:35:31.913124
B08VT1NPJ3,2022,3,7,77,14,3,2,4,4.6,2022-03-07 02:35:39.378410
B0000535UM,2022,3,7,58,17,12,4,9,4.1,2022-03-07 02:35:47.124928
B081S6JGKR,2022,3,7,69,12,8,5,7,4.3,2022-03-07 02:35:53.917559
B084RD8ZHQ,2022,3,7,75,12,8,2,4,4.5,2022-03-07 02:36:00.067021
B086PKBLYR,2022,3,7,67,15,9,4,6,4.3,2022-03-07 02:36:07.244182
B00G5HVM7C,2022,3,7,64,18,9,3,5,4.3,2022-03-07 02:36:14.874642
B074KM4XV2,2022,3,7,68,12,8,4,8,4.3,2022-03-07 02:36:21.649527
B00BAKCZ2A,2022,3,7,77,8,5,3,7,4.5,2022-03-07 02:36:29.010576
B08BTMWBNS,2022,3,7,87,9,2,0,2,4.8,2022-03-07 02:36:35.769030
B00LSV7ZQ2,2022,3,7,69,14,8,3,6,4.4,2022-03-07 02:36:42.780640
B078WPK94S,2022,3,7,76,12,6,4,3,4.5,2022-03-07 02:36:50.088031
B001G7POKC,2022,3,7,86,8,4,1,2,4.7,2022-03-07 02:36:57.086646
B016KPM1AA,2022,3,7,71,14,7,4,4,4.4,2022-03-07 02:37:04.886249
B00OOUSJ0A,2022,3,7,82,10,4,1,3,4.7,2022-03-07 02:37:11.471241
B00XUNZVLM,2022,3,7,79,10,5,1,5,4.5,2022-03-07 02:37:18.525556
B0015XUUF6,2022,3,7,78,9,5,3,4,4.5,2022-03-07 02:37:25.267696
B00IEPRZOM,2022,3,7,83,9,5,0,3,4.7,2022-03-07 02:37:32.064028
B08NVCK85S,2022,3,7,55,5,19,11,10,3.8,2022-03-07 02:37:38.762490
B08T8V2HB3,2022,3,7,62,11,13,4,10,4.1,2022-03-07 02:37:45.598146
B008R42AA4,2022,3,7,73,14,8,3,3,4.5,2022-03-07 02:37:52.143459
B07PRX7NMS,2022,3,7,84,10,4,2,1,4.7,2022-03-07 02:37:58.992080
B01DCSGHSU,2022,3,7,79,10,4,3,4,4.6,2022-03-07 02:38:06.045677
B07N7KW3FM,2022,3,7,81,10,7,3,0,4.7,2022-03-07 02:38:13.401124
B00KJS9TTQ,2022,3,7,60,8,9,4,18,3.9,2022-03-07 02:38:19.883724
B001A9F5LE,2022,3,7,64,12,13,6,6,4.2,2022-03-07 02:38:26.844655
B077BY4NMT,2022,3,7,85,9,4,1,1,4.7,2022-03-07 02:38:34.014199
B000E0K7NQ,2022,3,7,79,13,3,3,3,4.6,2022-03-07 02:38:41.299322
B08B9PJTNG,2022,3,7,67,14,9,4,6,4.3,2022-03-07 02:38:48.589884
B076B6MSY5,2022,3,7,76,9,8,4,2,4.5,2022-03-07 02:38:56.040023
B09L5HDL5R,2022,3,7,84,0,0,0,16,4.4,2022-03-07 02:39:03.134947
B0896PJVC4,2022,3,7,72,15,8,2,3,4.5,2022-03-07 02:39:10.621019
B00NPOBQLA,2022,3,7,72,10,9,3,6,4.4,2022-03-07 02:39:17.796079
B0861HCQLQ,2022,3,7,78,10,8,2,2,4.6,2022-03-07 02:39:24.699001
B07Q2V7SRK,2022,3,7,63,16,11,5,5,4.3,2022-03-07 02:39:31.354112
B082K26CJV,2022,3,7,76,16,6,2,0,4.7,2022-03-07 02:39:37.916346
B0087ZENDA,2022,3,7,62,12,10,6,10,4.1,2022-03-07 02:39:45.686255
B01DFK47EQ,2022,3,7,77,12,6,2,4,4.6,2022-03-07 02:39:52.977029
B07TDBWJBX,2022,3,7,55,20,11,6,8,4.1,2022-03-07 02:39:59.760606
B01MSZTRWH,2022,3,7,74,6,8,2,10,4.3,2022-03-07 02:40:07.531897
B084M2LWVR,2022,3,7,45,24,15,7,9,3.9,2022-03-07 02:40:14.179279
B00OP266NO,2022,3,7,78,9,5,5,3,4.5,2022-03-07 02:40:21.056187
B009QDNOZK,2022,3,7,78,12,4,4,3,4.6,2022-03-07 02:40:27.874063
B09HS6D8RB,2022,3,7,67,15,6,4,8,4.3,2022-03-07 02:40:34.968499
B00SWDHC5I,2022,3,7,66,17,10,3,4,4.4,2022-03-07 02:40:42.374723
B007EEE646,2022,3,7,71,13,5,5,6,4.4,2022-03-07 02:40:48.950514
B0789VCBF6,2022,3,7,84,6,4,1,5,4.6,2022-03-07 02:40:56.667675
B09HRKCJSX,2022,3,7,100,0,0,0,0,5,2022-03-07 02:41:03.084943
B07ZJYKQNK,2022,3,7,69,18,9,2,2,4.5,2022-03-07 02:41:10.202772
B079VY96KK,2022,3,7,75,6,9,2,8,4.4,2022-03-07 02:41:16.278978
B009FKGBFY,2022,3,7,80,11,4,2,3,4.6,2022-03-07 02:41:23.189125
B00HQXVD4G,2022,3,7,77,8,5,2,7,4.5,2022-03-07 02:41:30.685931
B01APLULUC,2022,3,7,75,13,7,3,3,4.5,2022-03-07 02:41:37.534731
B079H5CZ59,2022,3,7,57,14,13,6,10,4,2022-03-07 02:41:44.359420
B085VX4BD4,2022,3,7,35,4,18,10,33,3,2022-03-07 02:41:50.886533
B083YQLX93,2022,3,7,64,15,10,4,7,4.3,2022-03-07 02:41:58.875584
B07K2GHV62,2022,3,7,83,9,5,2,2,4.7,2022-03-07 02:42:06.564352
B0859V5X1L,2022,3,7,67,14,9,4,6,4.3,2022-03-07 02:42:22.167027
B0056RRVV8,2022,3,7,87,4,1,2,6,4.6,2022-03-07 02:42:29.068369
B01356NGF6,2022,3,7,68,12,9,6,6,4.3,2022-03-07 02:42:35.849816
B09DDYHBN2,2022,3,7,38,32,10,13,6,3.8,2022-03-07 02:42:42.561901
B07D9RS47G,2022,3,7,81,8,4,3,4,4.6,2022-03-07 02:42:49.893753
B07PX3MQVB,2022,3,7,70,14,8,3,5,4.4,2022-03-07 02:42:56.621756
B095DDGFM2,2022,3,7,72,11,10,4,3,4.5,2022-03-07 02:43:03.468567
B00JG75B0M,2022,3,7,77,13,7,2,2,4.6,2022-03-07 02:43:10.214015
B000UPEDXU,2022,3,7,78,13,6,2,2,4.6,2022-03-07 02:43:17.567861
B078WP8TZQ,2022,3,7,77,11,3,4,5,4.5,2022-03-07 02:43:24.758912
B00JU953UE,2022,3,7,70,17,4,3,6,4.4,2022-03-07 02:43:31.468004
B07TMR1W3F,2022,3,7,56,24,4,8,8,4.1,2022-03-07 02:43:38.434491
B002DI0T94,2022,3,7,67,16,8,3,6,4.3,2022-03-07 02:43:44.848295
B07PCVKK44,2022,3,7,70,15,7,3,4,4.5,2022-03-07 02:43:52.174382
B08NXXVX8D,2022,3,7,71,14,5,3,7,4.4,2022-03-07 02:43:58.772220
B01MYPFR95,2022,3,7,62,14,12,4,7,4.2,2022-03-07 02:44:05.561259
B0847RYPT7,2022,3,7,80,7,5,5,3,4.6,2022-03-07 02:44:12.660666
B01LLT7AKG,2022,3,7,69,11,6,4,9,4.3,2022-03-07 02:44:20.613152
B081Q5TDK1,2022,3,7,85,9,3,2,2,4.7,2022-03-07 02:44:27.599862
B00G5HVM7C,2022,3,7,64,18,9,3,5,4.3,2022-03-07 02:44:35.390078
B07WRMXHDM,2022,3,7,65,19,10,2,5,4.4,2022-03-07 02:44:42.433208
B01INE0PJK,2022,3,7,82,11,4,1,2,4.7,2022-03-07 02:44:49.539005
B00MBOLWVE,2022,3,7,74,12,7,3,5,4.5,2022-03-07 02:44:56.232231
B01AIUIJ8Q,2022,3,7,75,8,8,4,5,4.4,2022-03-07 02:45:03.022012
B07BFKMFDN,2022,3,7,79,8,6,4,3,4.6,2022-03-07 02:45:10.225010
B004H0UGUS,2022,3,7,72,11,8,3,6,4.4,2022-03-07 02:45:17.087140
B01MT6RJRU,2022,3,7,65,17,10,4,4,4.4,2022-03-07 02:45:23.709611
B08RS6YCJK,2022,3,7,64,17,13,6,0,4.4,2022-03-07 02:45:30.022055
B086XQF587,2022,3,7,71,15,8,2,4,4.5,2022-03-07 02:45:37.597663
B082RLD3CM,2022,3,7,100,0,0,0,0,5,2022-03-07 02:45:43.926387
B09RQP6CKN,2022,3,7,58,42,0,0,0,4.6,2022-03-07 02:45:50.704919
B000CLL2HM,2022,3,7,69,14,6,1,10,4.3,2022-03-07 02:45:57.890086
B006RHI142,2022,3,7,59,19,11,5,6,4.2,2022-03-07 02:46:05.578613
B00DTC1GH2,2022,3,7,78,9,5,2,6,4.5,2022-03-07 02:46:12.406052
B084PJBVZB,2022,3,7,71,19,8,3,0,4.6,2022-03-07 02:46:19.268042
B01M0MO257,2022,3,7,70,15,7,3,5,4.4,2022-03-07 02:46:26.165226
B01BAXM6T8,2022,3,7,63,9,7,4,17,4,2022-03-07 02:46:32.579997
B098GKSMRT,2022,3,7,70,19,4,4,3,4.5,2022-03-07 02:46:39.606062
B07NLH77SY,2022,3,7,70,13,8,3,6,4.4,2022-03-07 02:46:46.317756
B07NLHR4S6,2022,3,7,64,9,12,8,7,4.1,2022-03-07 02:46:52.976267
B07PS5DFJP,2022,3,7,80,9,5,2,4,4.6,2022-03-07 02:46:59.992049
B07MYH2PJB,2022,3,7,77,12,6,2,3,4.6,2022-03-07 02:47:06.849439
B07T5V3VQX,2022,3,7,79,10,5,3,3,4.6,2022-03-07 02:47:13.836693
B07YPSCMBW,2022,3,7,63,16,9,5,7,4.2,2022-03-07 02:47:20.513471
B082F2HL6P,2022,3,7,52,20,13,5,9,4,2022-03-07 02:47:27.536444
B07BX6L4GT,2022,3,7,82,8,4,3,3,4.6,2022-03-07 02:47:34.443351
B06ZYCL15V,2022,3,7,72,13,6,4,4,4.4,2022-03-07 02:47:41.764899
B00943D1JQ,2022,3,7,88,7,2,1,3,4.8,2022-03-07 02:47:49.050839
B094MRXQPZ,2022,3,7,100,0,0,0,0,5,2022-03-07 02:47:54.771918
B08LFS4HGG,2022,3,7,71,13,8,3,5,4.4,2022-03-07 02:48:03.096095
B08Z6YKZMZ,2022,3,7,84,0,8,0,8,4.5,2022-03-07 02:48:10.272449
B077XC65Y2,2022,3,7,68,13,9,3,7,4.3,2022-03-07 02:48:17.685504
B09N2WQ5RF,2022,3,7,64,36,0,0,0,4.6,2022-03-07 02:48:24.655036
B08KRC85TP,2022,3,7,80,11,5,1,2,4.6,2022-03-07 02:48:31.513316
B082ZFFZ16,2022,3,7,80,13,5,2,1,4.7,2022-03-07 02:48:38.073227
B081B9T4Z1,2022,3,7,62,13,12,6,7,4.2,2022-03-07 02:48:45.671455
B008OL3WZC,2022,3,7,65,14,9,4,7,4.3,2022-03-07 02:48:53.809868
B09DDXHXP3,2022,3,7,50,29,10,4,6,4.1,2022-03-07 02:49:08.845705
B098GKSMRT,2022,3,7,70,19,4,4,3,4.5,2022-03-07 02:49:16.116023
B002UDXTNA,2022,3,7,69,16,7,4,4,4.4,2022-03-07 02:49:24.013105
B010E1ZL94,2022,3,7,82,11,4,1,2,4.7,2022-03-07 02:49:31.828566
B01LWKMUCM,2022,3,7,81,8,3,1,6,4.6,2022-03-07 02:49:38.343922
B00M9R32NY,2022,3,7,75,11,5,1,7,4.5,2022-03-07 02:49:45.151882
B07N8DWXBH,2022,3,7,80,11,5,1,2,4.7,2022-03-07 02:49:51.940071
B015DHTWUS,2022,3,7,78,10,4,2,6,4.5,2022-03-07 02:49:58.765083
B000VHE92W,2022,3,7,82,10,5,1,2,4.7,2022-03-07 02:50:05.980763
B07JZS223X,2022,3,7,70,15,9,2,4,4.4,2022-03-07 02:50:13.343267
B00IYWKF0G,2022,3,7,84,9,3,1,4,4.7,2022-03-07 02:50:20.642995
B000BIVY10,2022,3,7,77,11,4,2,6,4.5,2022-03-07 02:50:27.778020
B014E1THWM,2022,3,7,79,9,8,2,3,4.6,2022-03-07 02:50:34.639841
B093432QM3,2022,3,7,79,10,6,2,3,4.6,2022-03-07 02:50:41.322373
B083JK13DH,2022,3,7,81,11,5,1,2,4.7,2022-03-07 02:50:48.829405
B07T3HJKT6,2022,3,7,64,20,10,4,3,4.4,2022-03-07 02:50:55.792053
5265857451,2022,3,7,59,22,6,9,4,4.2,2022-03-07 02:51:02.759832
B0012UOXDC,2022,3,7,80,10,6,3,1,4.7,2022-03-07 02:51:09.554877
B08QDRGC2C,2022,3,7,70,8,9,3,9,4.3,2022-03-07 02:51:16.427486
B0949F73KF,2022,3,7,100,0,0,0,0,5,2022-03-07 02:51:22.534019
B08BZV4LY5,2022,3,7,73,13,7,3,5,4.5,2022-03-07 02:51:29.297793
B08BB41Q3R,2022,3,7,73,10,10,0,7,4.4,2022-03-07 02:51:35.678174
B07ZLFBLJY,2022,3,7,81,6,10,2,2,4.6,2022-03-07 02:51:42.461475
B00CDXOTYK,2022,3,7,76,11,6,3,4,4.5,2022-03-07 02:51:48.764409
B07GJ8SLFT,2022,3,7,84,7,5,2,3,4.7,2022-03-07 02:51:55.915218
B0829QBMGX,2022,3,7,69,13,9,3,5,4.4,2022-03-07 02:52:03.795479
B075XRYW8T,2022,3,7,67,14,9,5,4,4.3,2022-03-07 02:52:11.245291
B09KG3V2CQ,2022,3,7,100,0,0,0,0,5,2022-03-07 02:52:17.461461
B099NTJ7C5,2022,3,7,68,7,9,3,12,4.2,2022-03-07 02:52:24.827612
B074Q65FL4,2022,3,7,67,13,10,4,6,4.3,2022-03-07 02:52:32.807032
B084GD8L5Z,2022,3,7,67,16,10,3,4,4.4,2022-03-07 02:52:40.253719
